fstar_orig,fstar_minus25,fstar_minus50,fstar_minus75,fstar_plus25,fstar_plus50,fstar_plus75
0.007029339351981778,0.005272004513986333,0.003514669675990889,0.0017573348379954445,0.008786674189977223,0.010544009027972666,0.01230134386596811
0.00382153664192253,0.0028661524814418975,0.001910768320961265,0.0009553841604806325,0.004776920802403163,0.005732304962883795,0.006687689123364427
0.005694543544940399,0.0042709076587052995,0.0028472717724701995,0.0014236358862350998,0.007118179431175499,0.008541815317410599,0.009965451203645698
0.003984288220841318,0.0029882161656309887,0.001992144110420659,0.0009960720552103296,0.004980360276051648,0.005976432331261977,0.0069725043864723064
0.004640986147735386,0.0034807396108015396,0.002320493073867693,0.0011602465369338465,0.005801232684669233,0.006961479221603079,0.008121725758536926
0.0033275692601493637,0.002495676945112023,0.0016637846300746818,0.0008318923150373409,0.004159461575186704,0.004991353890224046,0.005823246205261387
0.004994529124227044,0.003745896843170283,0.002497264562113522,0.001248632281056761,0.0062431614052838045,0.007491793686340566,0.008740425967397327
0.007642342642552085,0.005731756981914064,0.0038211713212760426,0.0019105856606380213,0.009552928303190107,0.011463513963828128,0.01337409962446615
0.005436793159135639,0.00407759486935173,0.0027183965795678196,0.0013591982897839098,0.006795991448919549,0.00815518973870346,0.009514388028487369
0.004868080742396211,0.003651060556797158,0.0024340403711981054,0.0012170201855990527,0.0060851009279952635,0.007302121113594316,0.008519141299193369
0.003247676241431067,0.0024357571810733002,0.0016238381207155336,0.0008119190603577668,0.0040595953017888336,0.0048715143621466004,0.005683433422504367
0.010756071474505155,0.008067053605878866,0.005378035737252577,0.0026890178686262887,0.013445089343131444,0.01613410721175773,0.018823125080384022
0.0036954917206997295,0.002771618790524797,0.0018477458603498647,0.0009238729301749324,0.004619364650874662,0.005543237581049594,0.006467110511224526
0.0074250582639179006,0.005568793697938426,0.0037125291319589503,0.0018562645659794751,0.009281322829897376,0.011137587395876851,0.012993851961856326
0.008542522870313832,0.006406892152735374,0.004271261435156916,0.002135630717578458,0.01067815358789229,0.012813784305470748,0.014949415023049206
0.004292283659740334,0.0032192127448052504,0.002146141829870167,0.0010730709149350834,0.005365354574675417,0.006438425489610501,0.007511496404545584
0.012808223824982675,0.009606167868737006,0.006404111912491337,0.0032020559562456687,0.016010279781228345,0.019212335737474013,0.02241439169371968
0.004748233377265659,0.0035611750329492442,0.0023741166886328295,0.0011870583443164147,0.005935291721582074,0.0071223500658984884,0.008309408410214903
0.0074721522212541636,0.005604114165940623,0.0037360761106270818,0.0018680380553135409,0.009340190276567704,0.011208228331881245,0.013076266387194786
0.003444210658757583,0.002583157994068187,0.0017221053293787914,0.0008610526646893957,0.0043052633234469785,0.005166315988136374,0.00602736865282577
0.003807387668619567,0.0028555407514646754,0.0019036938343097835,0.0009518469171548918,0.004759234585774459,0.005711081502929351,0.006662928420084242
0.0036163186269701528,0.0027122389702276145,0.0018081593134850764,0.0009040796567425382,0.004520398283712691,0.005424477940455229,0.006328557597197767
0.006350020279808869,0.004762515209856652,0.0031750101399044346,0.0015875050699522173,0.007937525349761087,0.009525030419713304,0.011112535489665521
0.007355645264639943,0.005516733948479957,0.0036778226323199714,0.0018389113161599857,0.009194556580799929,0.011033467896959914,0.0128723792131199
0.00873736117762581,0.0065530208832193584,0.004368680588812905,0.0021843402944064527,0.010921701472032263,0.013106041766438717,0.015290382060845169
0.0074721522212541636,0.005604114165940623,0.0037360761106270818,0.0018680380553135409,0.009340190276567704,0.011208228331881245,0.013076266387194786
0.005492686509652971,0.004119514882239729,0.0027463432548264855,0.0013731716274132427,0.006865858137066213,0.008239029764479457,0.0096122013918927
0.012808223824982675,0.009606167868737006,0.006404111912491337,0.0032020559562456687,0.016010279781228345,0.019212335737474013,0.02241439169371968
0.004449560434711419,0.0033371703260335643,0.0022247802173557094,0.0011123901086778547,0.005561950543389273,0.0066743406520671286,0.007786730760744983
0.005056824029847257,0.0037926180223854427,0.0025284120149236286,0.0012642060074618143,0.006321030037309072,0.007585236044770885,0.0088494420522327
0.008320528279532146,0.006240396209649109,0.004160264139766073,0.0020801320698830366,0.010400660349415183,0.012480792419298219,0.014560924489181256
0.00688801980755581,0.005166014855666858,0.003444009903777905,0.0017220049518889525,0.008610024759444763,0.010332029711333715,0.012054034663222668
0.003345320417234139,0.0025089903129256043,0.0016726602086170694,0.0008363301043085347,0.004181650521542674,0.0050179806258512085,0.005854310730159743
0.00418202832083168,0.00313652124062376,0.00209101416041584,0.00104550708020792,0.005227535401039599,0.00627304248124752,0.00731854956145544
0.003510239011494051,0.0026326792586205384,0.0017551195057470255,0.0008775597528735128,0.004387798764367564,0.005265358517241077,0.006142918270114589
0.006254041775810127,0.004690531331857596,0.0031270208879050636,0.0015635104439525318,0.00781755221976266,0.009381062663715191,0.010944573107667723
0.0047810349487220054,0.003585776211541504,0.0023905174743610027,0.0011952587371805014,0.005976293685902507,0.007171552423083008,0.008366811160263509
0.004669442793625088,0.0035020820952188156,0.002334721396812544,0.001167360698406272,0.00583680349203136,0.007004164190437631,0.008171524888843904
0.007472152221254164,0.0056041141659406235,0.003736076110627082,0.001868038055313541,0.009340190276567706,0.011208228331881247,0.013076266387194788
0.003959347270517138,0.002969510452887854,0.001979673635258569,0.0009898368176292846,0.004949184088146423,0.005939020905775708,0.006928857723404992
0.009955954803094934,0.0074669661023212,0.004977977401547467,0.0024889887007737335,0.012444943503868667,0.0149339322046424,0.017422920905416132
0.006350020279808869,0.004762515209856652,0.0031750101399044346,0.0015875050699522173,0.007937525349761087,0.009525030419713304,0.011112535489665521
0.02331286602484522,0.017484649518633915,0.01165643301242261,0.005828216506211305,0.029141082531056527,0.03496929903726783,0.040797515543479136
0.006466571760748894,0.004849928820561671,0.003233285880374447,0.0016166429401872236,0.008083214700936118,0.009699857641123341,0.011316500581310566
0.0038841865572683022,0.0029131399179512267,0.0019420932786341511,0.0009710466393170756,0.004855233196585378,0.005826279835902453,0.006797326475219529
0.005393146001683197,0.0040448595012623975,0.0026965730008415983,0.0013482865004207992,0.006741432502103996,0.008089719002524795,0.009438005502945594
0.00698828762391262,0.005241215717934465,0.00349414381195631,0.001747071905978155,0.008735359529890775,0.01048243143586893,0.012229503341847085
0.005020960732299734,0.003765720549224801,0.002510480366149867,0.0012552401830749336,0.0062762009153746676,0.007531441098449602,0.008786681281524536
0.01996241014316744,0.01497180760737558,0.00998120507158372,0.00499060253579186,0.0249530126789593,0.02994361521475116,0.03493421775054302
0.003446374464317863,0.002584780848238397,0.0017231872321589316,0.0008615936160794658,0.004307968080397329,0.005169561696476794,0.00603115531255626
0.007287668651986001,0.005465751488989501,0.0036438343259930007,0.0018219171629965003,0.009109585814982502,0.010931502977979003,0.012753420140975502
0.007847645359727203,0.005885734019795402,0.003923822679863602,0.001961911339931801,0.009809556699659005,0.011771468039590805,0.013733379379522605
0.020459536929151298,0.015344652696863473,0.010229768464575649,0.0051148842322878245,0.025574421161439122,0.030689305393726947,0.03580418962601477
0.0064327527681379846,0.004824564576103489,0.0032163763840689923,0.0016081881920344961,0.008040940960172481,0.009649129152206977,0.011257317344241473
0.004613052188130025,0.0034597891410975187,0.0023065260940650124,0.0011532630470325062,0.005766315235162531,0.006919578282195037,0.008072841329227544
0.012129885126008577,0.009097413844506432,0.006064942563004288,0.003032471281502144,0.015162356407510721,0.018194827689012864,0.02122729897051501
0.006043166666862621,0.004532375000146966,0.0030215833334313103,0.0015107916667156552,0.007553958333578276,0.009064750000293931,0.010575541667009586
0.0088725438220169,0.006654407866512675,0.00443627191100845,0.002218135955504225,0.011090679777521126,0.01330881573302535,0.015526951688529576
0.007050072604628737,0.005287554453471553,0.0035250363023143685,0.0017625181511571842,0.008812590755785922,0.010575108906943105,0.012337627058100289
0.01128953271713646,0.008467149537852344,0.00564476635856823,0.002822383179284115,0.014111915896420574,0.01693429907570469,0.019756682254988805
0.007617505682172349,0.005713129261629262,0.0038087528410861746,0.0019043764205430873,0.009521882102715436,0.011426258523258523,0.01333063494380161
0.003907313602145464,0.0029304852016090975,0.001953656801072732,0.000976828400536366,0.00488414200268183,0.005860970403218195,0.006837798803754561
0.009579155184244643,0.007184366388183482,0.004789577592122321,0.0023947887960611607,0.011973943980305803,0.014368732776366964,0.016763521572428126
0.005707019444369934,0.00428026458327745,0.002853509722184967,0.0014267548610924835,0.007133774305462417,0.0085605291665549,0.009987284027647383
0.006907808357961043,0.005180856268470782,0.0034539041789805216,0.0017269520894902608,0.008634760447451303,0.010361712536941564,0.012088664626431826
0.006678683939634917,0.005009012954726188,0.0033393419698174586,0.0016696709849087293,0.008348354924543647,0.010018025909452376,0.011687696894361105
0.007243128891968356,0.005432346668976267,0.003621564445984178,0.001810782222992089,0.009053911114960445,0.010864693337952534,0.012675475560944623
0.019801471007868044,0.014851103255901034,0.009900735503934022,0.004950367751967011,0.024751838759835054,0.029702206511802068,0.034652574263769075
0.007029339351981778,0.005272004513986333,0.003514669675990889,0.0017573348379954445,0.008786674189977223,0.010544009027972666,0.01230134386596811
0.00382153664192253,0.0028661524814418975,0.001910768320961265,0.0009553841604806325,0.004776920802403163,0.005732304962883795,0.006687689123364427
0.005694543544940399,0.0042709076587052995,0.0028472717724701995,0.0014236358862350998,0.007118179431175499,0.008541815317410599,0.009965451203645698
0.003984288220841318,0.0029882161656309887,0.001992144110420659,0.0009960720552103296,0.004980360276051648,0.005976432331261977,0.0069725043864723064
0.004640986147735386,0.0034807396108015396,0.002320493073867693,0.0011602465369338465,0.005801232684669233,0.006961479221603079,0.008121725758536926
0.0033275692601493637,0.002495676945112023,0.0016637846300746818,0.0008318923150373409,0.004159461575186704,0.004991353890224046,0.005823246205261387
0.004994529124227044,0.003745896843170283,0.002497264562113522,0.001248632281056761,0.0062431614052838045,0.007491793686340566,0.008740425967397327
0.007642342642552085,0.005731756981914064,0.0038211713212760426,0.0019105856606380213,0.009552928303190107,0.011463513963828128,0.01337409962446615
0.005436793159135639,0.00407759486935173,0.0027183965795678196,0.0013591982897839098,0.006795991448919549,0.00815518973870346,0.009514388028487369
0.004868080742396211,0.003651060556797158,0.0024340403711981054,0.0012170201855990527,0.0060851009279952635,0.007302121113594316,0.008519141299193369
0.003247676241431067,0.0024357571810733002,0.0016238381207155336,0.0008119190603577668,0.0040595953017888336,0.0048715143621466004,0.005683433422504367
0.010756071474505155,0.008067053605878866,0.005378035737252577,0.0026890178686262887,0.013445089343131444,0.01613410721175773,0.018823125080384022
0.0036954917206997295,0.002771618790524797,0.0018477458603498647,0.0009238729301749324,0.004619364650874662,0.005543237581049594,0.006467110511224526
0.0074250582639179006,0.005568793697938426,0.0037125291319589503,0.0018562645659794751,0.009281322829897376,0.011137587395876851,0.012993851961856326
0.008542522870313832,0.006406892152735374,0.004271261435156916,0.002135630717578458,0.01067815358789229,0.012813784305470748,0.014949415023049206
0.004292283659740334,0.0032192127448052504,0.002146141829870167,0.0010730709149350834,0.005365354574675417,0.006438425489610501,0.007511496404545584
0.012808223824982675,0.009606167868737006,0.006404111912491337,0.0032020559562456687,0.016010279781228345,0.019212335737474013,0.02241439169371968
0.004748233377265659,0.0035611750329492442,0.0023741166886328295,0.0011870583443164147,0.005935291721582074,0.0071223500658984884,0.008309408410214903
0.0074721522212541636,0.005604114165940623,0.0037360761106270818,0.0018680380553135409,0.009340190276567704,0.011208228331881245,0.013076266387194786
0.003444210658757583,0.002583157994068187,0.0017221053293787914,0.0008610526646893957,0.0043052633234469785,0.005166315988136374,0.00602736865282577
0.003807387668619567,0.0028555407514646754,0.0019036938343097835,0.0009518469171548918,0.004759234585774459,0.005711081502929351,0.006662928420084242
